Job Title,Company Name,Company Logo,Location,Source URL,Posted Date
MySql Database Developer,Müller's Solutions,,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/mysql-database-developer-at-m%C3%BCller-s-solutions-4225521658?position=4&pageNum=5&refId=czYYbGMvG0be2gnFGWkVkA%3D%3D&trackingId=O2w6cD9u0oyeWkZ86tL9%2Bw%3D%3D,2025-04-12
Principal Software Engineer,Orascom Investment Holding,,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/principal-software-engineer-at-orascom-investment-holding-4212146073?position=5&pageNum=5&refId=czYYbGMvG0be2gnFGWkVkA%3D%3D&trackingId=LfwnC%2BjsecP85UPsXDozpA%3D%3D,2025-04-17
Mid Frontend Developer,BlackStone eIT,,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/mid-frontend-developer-at-blackstone-eit-4225386403?position=6&pageNum=5&refId=czYYbGMvG0be2gnFGWkVkA%3D%3D&trackingId=soshAsAQSnSXUPjAKHnV2A%3D%3D,2025-04-12
Junior Business Developer (Hybrid),Bayantech,,"Giza, Al Jizah, Egypt",https://eg.linkedin.com/jobs/view/junior-business-developer-hybrid-at-bayantech-4225867627?position=7&pageNum=5&refId=czYYbGMvG0be2gnFGWkVkA%3D%3D&trackingId=kjxkDuNPMWQRvqRpKZIwHQ%3D%3D,2025-05-12
Full-Stack Developer (Arabic & English Speaker),SWATX,,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/full-stack-developer-arabic-english-speaker-at-swatx-4225517408?position=8&pageNum=5&refId=czYYbGMvG0be2gnFGWkVkA%3D%3D&trackingId=Rfmxnn5lRAGE%2BjGe8VEhcg%3D%3D,2025-04-12
Frontend Software Developer (Angular),Advansys,,"6th of October, Cairo, Egypt",https://eg.linkedin.com/jobs/view/frontend-software-developer-angular-at-advansys-4224337588?position=9&pageNum=5&refId=czYYbGMvG0be2gnFGWkVkA%3D%3D&trackingId=3%2FcEjoPLSp%2FGcjLIhmpjGg%3D%3D,2025-04-11
Full Stack Developer,PaxeraHealth,https://media.licdn.com/dms/image/v2/D4E0BAQGNe7ACuzLupw/company-logo_100_100/company-logo_100_100/0/1731432796279/paxerahealthcorp_logo?e=2147483647&v=beta&t=_kEjuLfziNHEeKJm9gHSJPWE0K1g3DRcaXmqlUzkJS4,"Qesm 2nd 6 October, Al Jizah, Egypt",https://eg.linkedin.com/jobs/view/full-stack-developer-at-paxerahealth-4183182143?position=10&pageNum=5&refId=czYYbGMvG0be2gnFGWkVkA%3D%3D&trackingId=%2BT0qbUtf2sW5s6SY0WFzDA%3D%3D,2025-03-12
Backend Software Engineer (.NET),Money Fellows,https://media.licdn.com/dms/image/v2/C4D0BAQGD3otvaD7ByA/company-logo_100_100/company-logo_100_100/0/1674402131314/moneyfellows_logo?e=2147483647&v=beta&t=zI4mWZPdzcszkDBUkH8y4EWa2zBd4kI96n5Ahg74Qyc,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/backend-software-engineer-net-at-money-fellows-4223462894?position=1&pageNum=7&refId=LGqsWUnQ8yUL082bImW7VQ%3D%3D&trackingId=SeHexyPgvuHki2NlE3SIfg%3D%3D,2025-04-10
Staff Software Engineer - Backend,talabat,https://media.licdn.com/dms/image/v2/D4D0BAQGSntKlPakSVw/company-logo_100_100/company-logo_100_100/0/1727791261216/talabat_com_logo?e=2147483647&v=beta&t=Qa_OcI4GI2m0nJht5wHuw0_tQ7jFMbZu2t1sVbx4v_g,"Maadi El Sarayat El Gharbia, Cairo, Egypt",https://eg.linkedin.com/jobs/view/staff-software-engineer-backend-at-talabat-4229116542?position=2&pageNum=7&refId=LGqsWUnQ8yUL082bImW7VQ%3D%3D&trackingId=i9ip2FQSnfUuzjKeaB02cw%3D%3D,2025-05-13
Mid-Level .Net Developer,KnowledgeNet,,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/mid-level-net-developer-at-knowledgenet-4215544824?position=3&pageNum=7&refId=LGqsWUnQ8yUL082bImW7VQ%3D%3D&trackingId=tASAVR9B5sZWHhXcEENF5w%3D%3D,2025-04-27
Full Stack PHP (Laravel) Developer Cairo,A3malouna.com,,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/full-stack-php-laravel-developer-cairo-at-a3malouna-com-4215966790?position=4&pageNum=7&refId=LGqsWUnQ8yUL082bImW7VQ%3D%3D&trackingId=8DfdPpPKuC2Jddl017Qc4w%3D%3D,2025-04-24
React Native Developer (f/m/d),sonnen Egypt,,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/react-native-developer-f-m-d-at-sonnen-egypt-4118159267?position=5&pageNum=7&refId=LGqsWUnQ8yUL082bImW7VQ%3D%3D&trackingId=59E%2BZeuE6E2qz7XVnRJ%2BMQ%3D%3D,2025-05-06
Fullstack Developer - BaniSueif,Classera,,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/fullstack-developer-banisueif-at-classera-4216631649?position=6&pageNum=7&refId=LGqsWUnQ8yUL082bImW7VQ%3D%3D&trackingId=74rko0ZcUtd4s%2BvuJe2kRA%3D%3D,2025-04-28
Software Engineer - Solutions Engineering,Canonical,,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/software-engineer-solutions-engineering-at-canonical-4219114655?position=7&pageNum=7&refId=LGqsWUnQ8yUL082bImW7VQ%3D%3D&trackingId=Da5zUJB4nlMq86hNfWIYZQ%3D%3D,2025-04-29
Back-End Developer (.NET),Müller's Solutions,,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/back-end-developer-net-at-m%C3%BCller-s-solutions-4225523234?position=8&pageNum=7&refId=LGqsWUnQ8yUL082bImW7VQ%3D%3D&trackingId=mOYeb8BUOMYhIHRLI6vxww%3D%3D,2025-04-12
Junior Concept Developer,مفيد ® | MUFEED,,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/junior-concept-developer-at-%D9%85%D9%81%D9%8A%D8%AF-%C2%AE-mufeed-4146388406?position=9&pageNum=7&refId=LGqsWUnQ8yUL082bImW7VQ%3D%3D&trackingId=NVZ8EJ31%2FJNTwpzQmnTOWA%3D%3D,2025-02-10
JR BI Developer (Big Data Cluster Management),Advansys,https://media.licdn.com/dms/image/v2/D4D0BAQHJMseSnXrxAQ/company-logo_100_100/company-logo_100_100/0/1732219032679/advansys_esc_logo?e=2147483647&v=beta&t=tstVlPhUEWgCa-7W85J_l9lrvxN0yNv7LU0lRjYe_G0,"6th of October, Cairo, Egypt",https://eg.linkedin.com/jobs/view/jr-bi-developer-big-data-cluster-management-at-advansys-4224339279?position=10&pageNum=7&refId=LGqsWUnQ8yUL082bImW7VQ%3D%3D&trackingId=WC00u9oD1aAlfMj2MH8aHw%3D%3D,2025-04-11
Full Stack Software Engineer,RATP Dev Mobility Cairo,https://media.licdn.com/dms/image/v2/D4D0BAQFnTq-S-2E8wA/company-logo_100_100/B4DZYLlLOwGwAQ-/0/1743951017412/mobility_cairo_logo?e=2147483647&v=beta&t=e46bXXScENVQs2dfL_IDXjDr5Skm9MYsq-JKiXuV0BY,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/full-stack-software-engineer-at-ratp-dev-mobility-cairo-4096056661?position=1&pageNum=10&refId=PcFDrunL3lnJv%2FyL8%2BMEcg%3D%3D&trackingId=6fTBlrDuMXY8jnGZmNrX2Q%3D%3D,2025-01-15
English Content Developer,Nagwa,https://media.licdn.com/dms/image/v2/C560BAQH854irfsZsmA/company-logo_100_100/company-logo_100_100/0/1631387731663?e=2147483647&v=beta&t=pg_jq8JDZ5sAZxWhC-Ipc1NfDxyaZ6rJrSvLlLPb66o,"Nasr City, Cairo, Egypt",https://eg.linkedin.com/jobs/view/english-content-developer-at-nagwa-4188879606?position=2&pageNum=10&refId=PcFDrunL3lnJv%2FyL8%2BMEcg%3D%3D&trackingId=cPhnXpG8mtjuIPLu%2BpgkWg%3D%3D,2025-03-19
Backend Developer (.Net),BlackStone eIT,,"Nasr City, Cairo, Egypt",https://eg.linkedin.com/jobs/view/backend-developer-net-at-blackstone-eit-4225383627?position=3&pageNum=10&refId=PcFDrunL3lnJv%2FyL8%2BMEcg%3D%3D&trackingId=gZUQAaoWhffdEnsLXgvCmg%3D%3D,2025-04-12
Junior Android Developer,Advansys,,"6th of October, Cairo, Egypt",https://eg.linkedin.com/jobs/view/junior-android-developer-at-advansys-4223328195?position=4&pageNum=10&refId=PcFDrunL3lnJv%2FyL8%2BMEcg%3D%3D&trackingId=C1qn62ZynhBCCrh57EMVzw%3D%3D,2025-04-12
"Online-Web Developer - C#, .NET, Asp.NET, SQL Server",SamTech Middle East Fz LLC,,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/online-web-developer-c%23-net-asp-net-sql-server-at-samtech-middle-east-fz-llc-4061524261?position=5&pageNum=10&refId=PcFDrunL3lnJv%2FyL8%2BMEcg%3D%3D&trackingId=OEQu6fwjPc9U0RR1rCMvgw%3D%3D,2024-10-28
Senior Software Engineer,Payrails,,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/senior-software-engineer-at-payrails-4080540051?position=6&pageNum=10&refId=PcFDrunL3lnJv%2FyL8%2BMEcg%3D%3D&trackingId=bkFNvqd5VR9AsISFAxWIqg%3D%3D,2024-11-22
Software Development Engineer II,Amazon,,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/software-development-engineer-ii-at-amazon-4173958889?position=7&pageNum=10&refId=PcFDrunL3lnJv%2FyL8%2BMEcg%3D%3D&trackingId=uqL3ggKFU%2FVTLVNgjQOffw%3D%3D,2025-05-08
Software Engineer - Solutions Engineering,Canonical,,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/software-engineer-solutions-engineering-at-canonical-4219116802?position=8&pageNum=10&refId=PcFDrunL3lnJv%2FyL8%2BMEcg%3D%3D&trackingId=81sO9iZYEWEjKw8z58Djqg%3D%3D,2025-04-29
Junior Chatbot Developer,Advansys,,"6th of October, Cairo, Egypt",https://eg.linkedin.com/jobs/view/junior-chatbot-developer-at-advansys-4224336649?position=9&pageNum=10&refId=PcFDrunL3lnJv%2FyL8%2BMEcg%3D%3D&trackingId=J8UZOfiv37Z5Phmqi7UQ%2Fw%3D%3D,2025-04-11
Java Software Developer,Advansys,https://media.licdn.com/dms/image/v2/D4D0BAQHJMseSnXrxAQ/company-logo_100_100/company-logo_100_100/0/1732219032679/advansys_esc_logo?e=2147483647&v=beta&t=tstVlPhUEWgCa-7W85J_l9lrvxN0yNv7LU0lRjYe_G0,"6th of October, Cairo, Egypt",https://eg.linkedin.com/jobs/view/java-software-developer-at-advansys-4224339285?position=10&pageNum=10&refId=PcFDrunL3lnJv%2FyL8%2BMEcg%3D%3D&trackingId=2pfrC14BoM6Zo81Ur1V6ZA%3D%3D,2025-04-11
"ML Engineer (General)- Remote, 3-Month Contract, Extendable",SWATX,https://media.licdn.com/dms/image/v2/D560BAQHWugk4yqxbOA/company-logo_100_100/company-logo_100_100/0/1719256637482?e=2147483647&v=beta&t=ht0JfC2BE1qe_5NbrUCUWihYl4_sxodW9GgexPNH_bo,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/ml-engineer-general-remote-3-month-contract-extendable-at-swatx-4225519112?position=1&pageNum=12&refId=TjeDsUuM5YekunlSyWwdxA%3D%3D&trackingId=l5fk6XMIzjXn0EgZRF5%2FsA%3D%3D,2025-04-28
Software Engineer - Android Developer,Areeb Technology,https://media.licdn.com/dms/image/v2/D4D0BAQECR1YGUkbmKA/company-logo_100_100/company-logo_100_100/0/1718305298540/areeb_technology_logo?e=2147483647&v=beta&t=YugcL0nhDr4kEPDMth53DSr8e1x_14eYPTDaaKZRg4c,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/software-engineer-android-developer-at-areeb-technology-4080297095?position=2&pageNum=12&refId=TjeDsUuM5YekunlSyWwdxA%3D%3D&trackingId=Pva%2BN7TtbPo4ISn3pDDMRQ%3D%3D,2024-11-19
Senior Software Development Engineer,Brightly Software,,"Qesm 2nd New Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/senior-software-development-engineer-at-brightly-software-4141646790?position=3&pageNum=12&refId=TjeDsUuM5YekunlSyWwdxA%3D%3D&trackingId=kOwpQvhnBKfSTZFtwPcTyw%3D%3D,2025-05-01
"Graduate Software Engineer, Open Source and Linux, Canonical Ubuntu",Canonical,,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/graduate-software-engineer-open-source-and-linux-canonical-ubuntu-at-canonical-4180960344?position=4&pageNum=12&refId=TjeDsUuM5YekunlSyWwdxA%3D%3D&trackingId=bQIjI%2Fkk6i%2BOOeVM2DcLAA%3D%3D,2025-03-10
"Graduate Software Engineer, Open Source and Linux, Canonical Ubuntu",Canonical,,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/graduate-software-engineer-open-source-and-linux-canonical-ubuntu-at-canonical-4180956949?position=5&pageNum=12&refId=TjeDsUuM5YekunlSyWwdxA%3D%3D&trackingId=DiBdowsm3ptoE7ug%2FeWjEA%3D%3D,2025-03-10
Senior Software Developer,FreePL,,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/senior-software-developer-at-freepl-4119875388?position=6&pageNum=12&refId=TjeDsUuM5YekunlSyWwdxA%3D%3D&trackingId=%2FHfonrGq7eE2EuiWWbiR4w%3D%3D,2024-12-16
Mobile Developer,Everest Minds,,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/mobile-developer-at-everest-minds-3918761746?position=7&pageNum=12&refId=TjeDsUuM5YekunlSyWwdxA%3D%3D&trackingId=42Ryu5ZgohUIjHpgcdLN7Q%3D%3D,2024-05-06
Senior Front-End Developer - Fully Remote,Jari Solutions,,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/senior-front-end-developer-fully-remote-at-jari-solutions-4092550611?position=8&pageNum=12&refId=TjeDsUuM5YekunlSyWwdxA%3D%3D&trackingId=vq%2FdJW9jd7DRqbYxj6w8hQ%3D%3D,2024-12-09
.Net Developer,Müller's Solutions,,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/net-developer-at-m%C3%BCller-s-solutions-4225515935?position=9&pageNum=12&refId=TjeDsUuM5YekunlSyWwdxA%3D%3D&trackingId=fIq5h%2FIsRSYlDBn9KyyRQA%3D%3D,2025-04-12
Full Stack Engineer,SAQAYA,,"Cairo, Egypt",https://eg.linkedin.com/jobs/view/full-stack-engineer-at-saqaya-4231539082?position=10&pageNum=12&refId=TjeDsUuM5YekunlSyWwdxA%3D%3D&trackingId=tuTaxGjlp%2F7P8HBA9vHRag%3D%3D,2025-05-16
